Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.32,48.41,VICTORIA GONZALES CS,1018611,4/30/2020,2020,4,30,,14.2,,9.4,,11.8,,6.2,,0,,,,,,0,,,,27,,50,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/1/2020,2020,5,1,,15.6,,8.3,,12,,6,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/2/2020,2020,5,2,,13.8,,8.4,,11.1,,6.9,,0,,,,,,2.2,,,,27,,66,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/3/2020,2020,5,3,,11.6,,7.1,,9.4,,8.6,,0,,,,,,2.6,,,,26,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/4/2020,2020,5,4,,15.3,,5.2,,10.3,,7.7,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/5/2020,2020,5,5,,19.1,,7.4,,13.2,,4.8,,0,,,,,,0,,,,30,,44,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/6/2020,2020,5,6,,15.3,,8.7,,12,,6,,0,,,,,,0,,,,25,,69,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/7/2020,2020,5,7,,18.3,,6.2,,12.3,,5.7,,0,,,,,,0,,,,2,,34,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/8/2020,2020,5,8,,24.7,,10.6,,17.6,,0.4,,0,,,,,,0,,,,2,,39,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/9/2020,2020,5,9,,26.8,,13.8,,20.3,,0,,2.3,,,,,,0,,,,2,,36,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/10/2020,2020,5,10,,27.8,,14.8,,21.3,,0,,3.3,,,,,,0,,,,36,,33,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/11/2020,2020,5,11,,18.9,,10.4,,14.7,,3.3,,0,,,,,,0.4,,,,27,,62,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/12/2020,2020,5,12,,18.1,,9.5,,13.8,,4.2,,0,,,,,,5.6,,,,24,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/13/2020,2020,5,13,,16.4,,9.7,,13.1,,4.9,,0,,,,,,0.2,,,,28,,32,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/14/2020,2020,5,14,,14.8,,9.2,,12,,6,,0,,,,,,0,,,,25,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/15/2020,2020,5,15,,16.1,,9.7,,12.9,,5.1,,0,,,,,,0,,,,25,,34,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/16/2020,2020,5,16,,13.8,,9.8,,11.8,,6.2,,0,,,,,,5.6,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/17/2020,2020,5,17,,14.8,,10.2,,12.5,,5.5,,0,,,,,,5,,,,24,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/18/2020,2020,5,18,,16.1,,8.5,,12.3,,5.7,,0,,,,,,0,,,,27,,43,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/19/2020,2020,5,19,,17,,10.2,,13.6,,4.4,,0,,,,,,0,,,,26,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/20/2020,2020,5,20,,16.6,,10.1,,13.4,,4.6,,0,,,,,,0,,,,28,,59,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/21/2020,2020,5,21,,14.3,,8.5,,11.4,,6.6,,0,,,,,,0,,,,26,,56,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/22/2020,2020,5,22,,16.9,,9.4,,13.2,,4.8,,0,,,,,,0,,,,26,,62,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/23/2020,2020,5,23,,15.2,,8.5,,11.8,,6.2,,0,,,,,,0,,,,27,,38,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/24/2020,2020,5,24,,14.9,,9.3,,12.1,,5.9,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/25/2020,2020,5,25,,14,,10.5,,12.2,,5.8,,0,,,,,,5.4,,,,23,,38,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/26/2020,2020,5,26,,16,,9.5,,12.8,,5.2,,0,,,,,,0,,,,26,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/27/2020,2020,5,27,,22.6,,8.7,,15.6,,2.4,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/28/2020,2020,5,28,,26.1,,13.2,,19.6,,0,,1.6,,,,,,0,,,,36,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/29/2020,2020,5,29,,19.8,,10.9,,15.3,,2.7,,0,,,,,,0,,,,26,,41,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/30/2020,2020,5,30,,13.4,,10.2,,11.8,,6.2,,0,,,,,,1.6,,,,25,,60,
-123.32,48.41,VICTORIA GONZALES CS,1018611,5/31/2020,2020,5,31,,18.1,,10.1,,14.1,,3.9,,0,,,,,,0,,,,26,,58,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/1/2020,2020,6,1,,16.2,,8.2,,12.2,,5.8,,0,,,,,,0,,,,22,,39,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/2/2020,2020,6,2,,13.2,,9.5,,11.3,,6.7,,0,,,,,,0.6,,,,25,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/3/2020,2020,6,3,,15.2,,9,,12.1,,5.9,,0,,,,,,0.2,,,,26,,40,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/4/2020,2020,6,4,,16.4,,9.8,,13.1,,4.9,,0,,,,,,0,,,,26,,44,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/5/2020,2020,6,5,,16.6,,9.2,,12.9,,5.1,,0,,,,,,0,,,,21,,45,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/6/2020,2020,6,6,,15.8,,10.2,,13,,5,,0,,,,,,0,,,,26,,52,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/7/2020,2020,6,7,,18.5,,9.9,,14.2,,3.8,,0,,,,,,0,,,,26,,64,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/8/2020,2020,6,8,,16.1,,10.4,,13.3,,4.7,,0,,,,,,0,,,,25,,58,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/9/2020,2020,6,9,,15.2,,9.7,,12.4,,5.6,,0,,,,,,7.8,,,,10,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/10/2020,2020,6,10,,18.7,,11.3,,15,,3,,0,,,,,,0.4,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/11/2020,2020,6,11,,17.2,,11,,14.1,,3.9,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/12/2020,2020,6,12,,17.3,,10.5,,13.9,,4.1,,0,,,,,,6.6,,,,27,,33,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/13/2020,2020,6,13,,15.6,,9.7,,12.6,,5.4,,0,,,,,,0.8,,,,24,,48,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/14/2020,2020,6,14,,16.8,,9.7,,13.2,,4.8,,0,,,,,,0,,,,26,,44,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/15/2020,2020,6,15,,16.3,,10.7,,13.5,,4.5,,0,,,,,,1.4,,,,28,,48,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/16/2020,2020,6,16,,15.7,,10.1,,12.9,,5.1,,0,,,,,,0.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/17/2020,2020,6,17,,19.7,,11,,15.3,,2.7,,0,,,,,,0,,,,26,,40,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/18/2020,2020,6,18,,19.3,,10.3,,14.8,,3.2,,0,,,,,,0,,,,25,,36,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/19/2020,2020,6,19,,18.3,,10.6,,14.4,,3.6,,0,,,,,,0.2,,,,25,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/20/2020,2020,6,20,,18.9,,12.1,,15.5,,2.5,,0,,,,,,1.4,,,,29,,43,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/21/2020,2020,6,21,,19,,11.5,,15.3,,2.7,,0,,,,,,0,,,,25,,44,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/22/2020,2020,6,22,,20.5,,10,,15.2,,2.8,,0,,,,,,0,,,,23,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/23/2020,2020,6,23,,21.1,,12.9,,17,,1,,0,,,,,,0,,,,26,,34,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/24/2020,2020,6,24,,22,,11.9,,16.9,,1.1,,0,,,,,,0,,,,27,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/25/2020,2020,6,25,,18.2,,11.2,,14.7,,3.3,,0,,,,,,0,,,,24,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/26/2020,2020,6,26,,20.6,,11.7,,16.2,,1.8,,0,,,,,,0,,,,25,,64,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/27/2020,2020,6,27,,16.8,,11.5,,14.2,,3.8,,0,,,,,,0.6,,,,26,,65,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/28/2020,2020,6,28,,19.7,,11,,15.3,,2.7,,0,,,,,,1.8,,,,24,,41,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/29/2020,2020,6,29,,18.6,,11.2,,14.9,,3.1,,0,,,,,,0,,,,25,,66,
-123.32,48.41,VICTORIA GONZALES CS,1018611,6/30/2020,2020,6,30,,20.9,,11.4,,16.2,,1.8,,0,,,,,,0,,,,25,,58,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/1/2020,2020,7,1,,15.2,,11,,13.1,,4.9,,0,,,,,,0,,,,26,,54,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/2/2020,2020,7,2,,16.6,,11.6,,14.1,,3.9,,0,,,,,,0,,,,27,,60,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/3/2020,2020,7,3,,12.7,,10.7,,11.7,,6.3,,0,,,,,,3.4,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/4/2020,2020,7,4,,16.9,,10.5,,13.7,,4.3,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/5/2020,2020,7,5,,18.3,,10.6,,14.5,,3.5,,0,,,,,,0,,,,25,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/6/2020,2020,7,6,,18.2,,11,,14.6,,3.4,,0,,,,,,0,,,,26,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/7/2020,2020,7,7,,19.2,,11,,15.1,,2.9,,0,,,,,,0,,,,26,,45,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/8/2020,2020,7,8,,16.9,,10.4,,13.7,,4.3,,0,,,,,,0,,,,26,,41,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/9/2020,2020,7,9,,17.4,,11,,14.2,,3.8,,0,,,,,,4.4,,,,20,,38,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/10/2020,2020,7,10,,17.4,,10.5,,14,,4,,0,,,,,,0,,,,23,,36,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/11/2020,2020,7,11,,16.8,,11,,13.9,,4.1,,0,,,,,,0.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/12/2020,2020,7,12,,18.8,,10.7,,14.8,,3.2,,0,,,,,,0,,,,25,,52,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/13/2020,2020,7,13,,18.2,,10.4,,14.3,,3.7,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/14/2020,2020,7,14,,19,,11.5,,15.3,,2.7,,0,,,,,,0,,,,26,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/15/2020,2020,7,15,,19.3,,11.9,,15.6,,2.4,,0,,,,,,0,,,,26,,49,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/16/2020,2020,7,16,,23.1,,13.6,,18.3,,0,,0.3,,,,,,0,,,,28,,63,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/17/2020,2020,7,17,,20.3,,12.8,,16.5,,1.5,,0,,,,,,0,,,,27,,49,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/18/2020,2020,7,18,,20.1,,12.1,,16.1,,1.9,,0,,,,,,0,,,,24,,33,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/19/2020,2020,7,19,,25.2,,11.5,,18.4,,0,,0.4,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/20/2020,2020,7,20,,24.1,,13.3,,18.7,,0,,0.7,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/21/2020,2020,7,21,,23.9,,12.6,,18.2,,0,,0.2,,,,,,0,,,,25,,54,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/22/2020,2020,7,22,,17.3,,12.9,,15.1,,2.9,,0,,,,,,0,,,,26,,55,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/23/2020,2020,7,23,,18.8,,12.5,,15.6,,2.4,,0,,,,,,0,,,,25,,55,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/24/2020,2020,7,24,,20.2,,12.3,,16.2,,1.8,,0,,,,,,0,,,,25,,53,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/25/2020,2020,7,25,,17.7,,11.1,,14.4,,3.6,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/26/2020,2020,7,26,,29.1,,12.9,,21,,0,,3,,,,,,0,,,,1,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/27/2020,2020,7,27,,23.1,,16.2,,19.7,,0,,1.7,,,,,,0,,,,25,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/28/2020,2020,7,28,,21.9,,13.2,,17.5,,0.5,,0,,,,,,0,,,,27,,55,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/29/2020,2020,7,29,,20.4,,11,,15.7,,2.3,,0,,,,,,0,,,,25,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/30/2020,2020,7,30,,24.4,,11.8,,18.1,,0,,0.1,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,7/31/2020,2020,7,31,,20.4,,12.5,,16.5,,1.5,,0,,,,,,0,,,,22,,61,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/1/2020,2020,8,1,,18.6,,11.8,,15.2,,2.8,,0,,,,,,0,,,,25,,40,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/2/2020,2020,8,2,,19.9,,11.3,,15.6,,2.4,,0,,,,,,0,,,,23,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/3/2020,2020,8,3,,18.4,,12.6,,15.5,,2.5,,0,,,,,,1.8,,,,22,,41,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/4/2020,2020,8,4,,21,,12.9,,16.9,,1.1,,0,,,,,,0,,,,24,,32,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/5/2020,2020,8,5,,21.4,,12.6,,17,,1,,0,,,,,,0,,,,28,,53,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/6/2020,2020,8,6,,19.5,,11.9,,15.7,,2.3,,0,,,,,,4.4,,,,26,,64,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/7/2020,2020,8,7,,18.3,,11.6,,15,,3,,0,,,,,,1.4,,,,26,,46,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/8/2020,2020,8,8,,20.2,,11.8,,16,,2,,0,,,,,,0.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/9/2020,2020,8,9,,19.2,,11.4,,15.3,,2.7,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/10/2020,2020,8,10,,19.1,,12.1,,15.6,,2.4,,0,,,,,,0,,,,24,,33,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/11/2020,2020,8,11,,19.4,,11.5,,15.4,,2.6,,0,,,,,,0,,,,26,,60,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/12/2020,2020,8,12,,18.3,,11.7,,15,,3,,0,,,,,,0,,,,25,,46,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/13/2020,2020,8,13,,18.9,,10.3,,14.6,,3.4,,0,,,,,,0,,,,21,,39,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/14/2020,2020,8,14,,19,,11.5,,15.2,,2.8,,0,,,,,,0,,,,26,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/15/2020,2020,8,15,,28.7,,13.4,,21.1,,0,,3.1,,,,,,0,,,,2,,37,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/16/2020,2020,8,16,,29.5,,15.6,,22.6,,0,,4.6,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/17/2020,2020,8,17,,22.7,,14.4,,18.5,,0,,0.5,,,,,,0,,,,25,,38,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/18/2020,2020,8,18,,19.3,,14,,16.7,,1.3,,0,,,,,,0,,,,22,,46,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/19/2020,2020,8,19,,19.1,,11.4,,15.3,,2.7,,0,,,,,,0,,,,24,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/20/2020,2020,8,20,,21.6,,12.7,,17.2,,0.8,,0,,,,,,4,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/21/2020,2020,8,21,,19.4,,12.3,,15.9,,2.1,,0,,,,,,3.2,,,,28,,40,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/22/2020,2020,8,22,,18.7,,12.5,,15.6,,2.4,,0,,,,,,0,,,,25,,42,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/23/2020,2020,8,23,,18.4,,11.2,,14.8,,3.2,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/24/2020,2020,8,24,,19.5,,12.7,,16.1,,1.9,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/25/2020,2020,8,25,,17,,11.7,,14.3,,3.7,,0,,,,,,0,,,,23,,32,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/26/2020,2020,8,26,,18.8,,11.1,,15,,3,,0,,,,,,0,,,,25,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/27/2020,2020,8,27,,18.3,,10.5,,14.4,,3.6,,0,,,,,,0,,,,25,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/28/2020,2020,8,28,,20.7,,12,,16.4,,1.6,,0,,,,,,0,,,,24,,34,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/29/2020,2020,8,29,,18.7,,11.4,,15,,3,,0,,,,,,0,,,,26,,36,
-123.32,48.41,VICTORIA GONZALES CS,1018611,8/30/2020,2020,8,30,,18.3,,10.3,,14.3,,3.7,,0,,,,,,1.8,,,,21,,35,
